udise_code,school_name,state_code,state,district_code,district,block_code,block,village_or_ward,cluster,category,management,school_type,location,status,pincode,latitude,longitude,pulled_at,schoolId,schoolStatus,schoolStatusName,schIdMerged,schMergedYear,isNewCY,isOperational2018To19,isOperational2019To20,isOperational2020To21,isOperational2021To22,isOperational2022To23,classFrm,classTo,schCategoryId,schMgmtId,schMgmtDesc,schMgmtDescSt,schBroadMgmtId,schmgmtParentId,schType,schTypeDesc,schLocRuralUrban,address,email,villWardCd,villageId,clusterCd,clusterId,lgdStateId,lgdblockId,lgdblockName,lgdpanchayatId,lgdvillageId,lgdvillName,lgdvillpanchayatName,lgdurbanlocalbodyId,lgdurbanlocalbodyName,lgdwardId,lgdwardName,sessionYear,yearId,lastmodifiedTime,keyFlag,stateId,districtId,blockId,coord_source,coord_pulled_at
01020600901,BOYS MIDDLE SCHOOL CHATLOORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010206,DANGIWACHA,CHATLOORA,HIB C2,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193301,34.3074,74.3987,2026-09-02T17:02:56,1003594,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,MATIPORA CHATLOORA RFD. ,bmschatloora[at]gmail[dot]com,010206009,1008345,0102060002,1001073,1,28,Rafiabad,242422,2239,Chatloora,Chatloora,,,,,2026-27,13,2026-02-01 22:06:55.876,,101,1002,10172,kys_by_year,2026-09-04T23:14:37+00:00
01021803051,BOYS MIDDLE SCHOOL CHECK RODAY KHAN,01,JAMMU & KASHMIR,0102,BARAMULLA,010218,SOPORE,SOPORE,GMS BABAYOUSUF,Primary with Upper Primary,Department of Education,3-Co-educational,Urban,Operational,193201,34.275,74.447,2026-09-02T17:02:56,1004803,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,2,CHECKRODAY KHAN SOPORE BARAMULLA,bmscrk517[at]gmail[dot]com,010218030,1002508,0102180002,1001101,1,0,,,,,,248149,Municipal Council Sopore-Notified Area Council,67905,Sopore (TC) - Ward No.9,2026-27,13,2025-03-03 00:07:30.634,,101,1002,10181,kys_by_year,2026-09-04T23:14:38+00:00
01021302011,BOYS MIDDLE SCHOOL CHECK TAPPER,01,JAMMU & KASHMIR,0102,BARAMULLA,010213,PATTAN,TAPPER WARIPORA,TAPPER,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193121,34.1983,74.5128,2026-09-02T17:02:56,1004265,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,CHECK TAPPER PATTAN BARAMULLA,mscht786[at]gmail[dot]com,010213020,1007992,0102130007,1000959,1,27,Pattan,241862,2314,Tapper Waripora,Tapper Waripora,,,,,2026-27,13,2026-01-25 13:00:58.768,,101,1002,10177,kys_by_year,2026-09-04T23:14:38+00:00
01021705201,BOYS MIDDLE SCHOOL CHEKI RAZAK KHAN,01,JAMMU & KASHMIR,0102,BARAMULLA,010217,SINGHPORA PATTAN,C R KHAN,GMS CR KHAN,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193121,34.1396,74.672,2026-09-02T17:02:56,1004690,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,C .R. Khan Mirchimer,bmscrkhan7[at]gmail[dot]com,010217052,1008207,0102170001,1001010,1,30,Singhpora,241925,2364,Mirchmar,Merchimar,,,,,2026-27,13,2026-01-25 20:27:53.979,,101,1002,10180,kys_by_year,2026-09-04T23:14:38+00:00
01021803003,BOYS MIDDLE SCHOOL CHINKIPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010218,SOPORE,SOPORE,MS CHINKIPORA C1,Primary with Upper Primary,Department of Education,3-Co-educational,Urban,Operational,193201,34.2908,74.4774,2026-09-02T17:02:56,1004790,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,2,CHINKIPORA SOPORE BARAMULLA,,010218030,1002508,0102180001,1001100,1,0,,,,,,248149,Municipal Council Sopore-Notified Area Council,67914,Sopore (TC) - Ward No.18,2026-27,13,2025-03-02 23:45:30.685,,101,1002,10181,kys_by_year,2026-09-04T23:14:38+00:00
01020402305,BOYS MIDDLE SCHOOL CHOOLAN KALSAN,01,JAMMU & KASHMIR,0102,BARAMULLA,010204,CHANDANWARI,CHOOLAN KALSAN,PS SHUKERLARI,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193122,34.1823,74.3058,2026-09-02T17:02:56,1003334,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Choolan kalsan Tehsil uri,bmchoolankalsanuri[at]gmail[dot]com,010204023,1008701,0102040007,1001060,1,7015,Paranpeela,241998,2507,Choolan Kalsan,Choolan,,,,,2026-27,13,2026-01-28 14:01:36.539,,101,1002,10170,kys_by_year,2026-09-04T23:14:39+00:00
01020400302,BOYS MIDDLE SCHOOL CHOOLAN LIMBER,01,JAMMU & KASHMIR,0102,BARAMULLA,010204,CHANDANWARI,LIMBER,BPS KHARHAR,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193122,34.1834,74.1666,2026-09-02T17:02:56,1003242,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Limber Tehsil Boniyar,mschoolan0011[at]gmail[dot]com,010204003,1008685,0102040010,1001063,1,7014,Noorkah,241794,2560,Limber,Limber B,,,,,2026-27,13,2026-01-28 12:45:16.421,,101,1002,10170,kys_by_year,2026-09-04T23:14:39+00:00
01020300202,BOYS MIDDLE SCHOOL CHOTALI,01,JAMMU & KASHMIR,0102,BARAMULLA,010203,BONIYAR,CHOTALI,(C1) MADANAN,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193122,34.052,74.1937,2026-09-02T17:02:56,1003140,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,MADANAN CHOTALI BONIYAR,hilalrashid298[at]gmail[dot]com,010203002,1008535,0102030001,1001132,1,23,Boniyar,241810,2602,Chootali,Madianan,,,,,2026-27,13,2026-01-27 19:15:40.575,,101,1002,10169,kys_by_year,2026-09-04T23:14:39+00:00
01021504503,BOYS MIDDLE SCHOOL CHOTIPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010215,ROHAMA,CHATIIPORA,ACHABAL,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193201,34.2821,74.4078,2026-09-02T17:02:56,1004465,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Chotipora Rafiabad Baramulla,gmschotipora[at]gmail[dot]com,010215045,1007167,0102150011,1000987,1,7012,Nadihal,241904,2310,Choti Pora,Achabal-B,,,,,2026-27,13,2026-01-22 20:20:50.705,,101,1002,10178,kys_by_year,2026-09-04T23:14:40+00:00
01020601101,BOYS MIDDLE SCHOOL CHRALIGUND,01,JAMMU & KASHMIR,0102,BARAMULLA,010206,DANGIWACHA,CHARLIGUND,WATERGAM C3,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193303,34.3084,74.3623,2026-09-02T17:02:56,1003606,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,CHARLIGUND RAFIABAD BARAMULLA,bmschraligund[at]gmail[dot]com,010206011,1008347,0102060003,1001074,1,28,Rafiabad,242423,2247,Chraligund,Dandoosa,,,,,2026-27,13,2026-02-01 22:22:39.972,,101,1002,10172,kys_by_year,2026-09-04T23:14:40+00:00
01020605801,BOYS MIDDLE SCHOOL DALRI,01,JAMMU & KASHMIR,0102,BARAMULLA,010206,DANGIWACHA,DALRI,ZETHAN,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193303,34.317871,74.260949,2026-09-02T17:02:56,1003688,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Govt Boys Middle School Dalri,shahjavid799[at]gmail[dot]com,010206058,1008386,0102060007,1001078,1,7009,Kandi Rafiabad,242410,2265,Dalri,Zethan,,,,,2026-27,13,2025-11-29 09:10:51.43,,101,1002,10172,kys_by_year,2026-09-04T23:14:41+00:00
01021204801,BOYS MIDDLE SCHOOL DANDOORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010212,NEHALPORA,DANDOORA,BMS CHECK SEERI,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193121,34.1423,74.507,2026-09-02T17:02:56,1004156,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,DANDOORA PATTAN BARAMULLA,bmsdandoora123[at]gmail[dot]com,010212048,1008760,0102120006,1000967,1,27,Pattan,241866,2381,Dandoora,Dangerpora,,,,,2026-27,13,2026-01-28 14:20:40.917,,101,1002,10176,kys_by_year,2026-09-04T23:14:41+00:00
01021204701,BOYS MIDDLE SCHOOL DANGERPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010212,NEHALPORA,DANGERPORA,BMS CHECK SEERI,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193121,34.1602,74.5543,2026-09-02T17:02:56,1004153,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,DANGERPOPRA PATTAN BARAMULLA,gbmsdangarpora[at]gmail[dot]com,010212047,1007797,0102120006,1000967,1,27,Pattan,241866,2379,Sero Gowa Dangerpora,Dangerpora,,,,,2026-27,13,2026-01-28 14:20:27.296,,101,1002,10176,kys_by_year,2026-09-04T23:14:41+00:00
01020703001,BOYS MIDDLE SCHOOL DANGERPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010207,FATEHGRAH,DANGERPORA,BMS DANGERPORA,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193101,34.1339,74.3448,2026-09-02T17:02:56,1003756,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Dangerpora Baramulla,gmsdangerpora098[at]gmail[dot]com,010207030,1008668,0102070007,1001088,1,7013,Narwah,241207,2447,Dangarpora,Dangerpora,,,,,2026-27,13,2026-01-31 11:13:34.736,,101,1002,10173,kys_by_year,2026-09-04T23:14:42+00:00
01020602102,BOYS MIDDLE SCHOOL DANGIWACHA,01,JAMMU & KASHMIR,0102,BARAMULLA,010206,DANGIWACHA,DANGIWACHA,DANGIWACHA C4,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193303,34.3134,74.3428,2026-09-02T17:02:56,1003624,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Dangiwacha Rqfiabad Baramulla,bmsdangiwacha1959[at]gmail[dot]com,010206021,1008356,0102060004,1001075,1,28,Rafiabad,242424,2251,Danghiwacha,Dangiwacha,,,,,2026-27,13,2026-02-01 22:26:57.443,,101,1002,10172,kys_by_year,2026-09-04T23:14:42+00:00
01020402102,BOYS MIDDLE SCHOOL DARA DARAGUTTLIAN,01,JAMMU & KASHMIR,0102,BARAMULLA,010204,CHANDANWARI,DARA GUTLIAN,PS SHUKERLARI,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193122,34.2076,74.3374,2026-09-02T17:02:56,1003329,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,DARAGUTTLIAN TEHSIL URI,bmsdara999[at]gmail[dot]com,010204021,1008700,0102040007,1001060,1,7015,Paranpeela,242010,2504,Daragutliyan,Daragutlian,,,,,2026-27,13,2026-01-28 14:03:51.471,,101,1002,10170,kys_by_year,2026-09-04T23:14:42+00:00
01021205201,BOYS MIDDLE SCHOOL DARGAM,01,JAMMU & KASHMIR,0102,BARAMULLA,010212,NEHALPORA,DARGAM,MS WANIGAM,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193121,34.151,74.98,2026-09-02T17:02:56,1004168,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,DARGAM PATTAN BARAMULLA,b.m.sdargam[at]gmail[dot]com,010212052,1008764,0102120003,1000964,1,27,Pattan,241852,2345,Dargam,Dargam,,,,,2026-27,13,2026-01-28 14:19:51.272,,101,1002,10176,kys_by_year,2026-09-04T23:14:43+00:00
01021204601,BOYS MIDDLE SCHOOL DARVESHBAGH,01,JAMMU & KASHMIR,0102,BARAMULLA,010212,NEHALPORA,DAR WESH BAGH,BMS NEHALPORA,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193121,34.162,74.53,2026-09-02T17:02:56,1004149,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,DARVESHBAGH PATTAN BARAMULLA,,010212046,1007796,0102120005,1000966,1,27,Pattan,241855,2348,Nehalpora,Nihalpora-A,,,,,2026-27,13,2026-01-28 14:16:54.584,,101,1002,10176,kys_by_year,2026-09-04T23:14:43+00:00
01020605901,BOYS MIDDLE SCHOOL DOGRIPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010206,DANGIWACHA,DOGRIPORA,ZETHAN,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193303,34.3097,74.2807,2026-09-02T17:02:56,1003690,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Dogripora Rafiabad Baramulla,bmsdogripora786[at]gmail[dot]com,010206059,1008387,0102060007,1001078,1,7009,Kandi Rafiabad,242410,2261,Dugri Pora,Zethan,,,,,2026-27,13,2026-02-01 22:52:53.943,,101,1002,10172,kys_by_year,2026-09-04T23:14:43+00:00
01021202501,BOYS MIDDLE SCHOOL DOLIPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010212,NEHALPORA,DOLEPORA,GMS DARDPORA,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193108,34.1602,74.5543,2026-09-02T17:02:56,1004085,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,DOOLIPORA KUNZER TANGMARG,doliporabms[at]gmail[dot]com,010212025,1008744,0102120002,1000963,1,35,Wagoora,242449,2459,Dolipora,Dolipora,,,,,2026-27,13,2026-01-28 14:06:39.568,,101,1002,10176,kys_by_year,2026-09-04T23:14:44+00:00
01020604101,BOYS MIDDLE SCHOOL DONIWARI,01,JAMMU & KASHMIR,0102,BARAMULLA,010206,DANGIWACHA,DOONIWARI,KANGROOSA,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193303,34.2777,74.2088,2026-09-02T17:02:56,1003667,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,BMS DONIWARI Dangiwacha Rafiabad,bmsdoniwari2020[at]gmail[dot]com,010206041,1008372,0102060008,1001079,1,7009,Kandi Rafiabad,288830,2272,Doni Wari,Pazalpora B,,,,,2026-27,13,2026-02-01 22:47:46.308,,101,1002,10172,kys_by_year,2026-09-04T23:14:44+00:00
01020300701,BOYS MIDDLE SCHOOL DUDRAN,01,JAMMU & KASHMIR,0102,BARAMULLA,010203,BONIYAR,DUDRAN,(C2) BANALI,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193122,34.0739,74.2072,2026-09-02T17:02:56,1003156,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Dudran Trikanjan Boniyar,msdudran222[at]gmail[dot]com,010203007,1008538,0102030002,1001133,1,23,Boniyar,241811,2596,Dudran,Baidan,,,,,2026-27,13,2026-01-27 19:29:07.244,,101,1002,10169,kys_by_year,2026-09-04T23:14:44+00:00
01020505202,BOYS MIDDLE SCHOOL EDIPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010205,DANGERPORA,IDIPORA,C6 BOMAI,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193201,34.3681,74.5164,2026-09-02T17:02:56,1003556,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Edipora Bomai Zaingair,bmsedipora94[at]gmail[dot]com,010205052,1008329,0102050006,1001069,1,7018,Tujjar Sharief,242041,2183,Edipora,Edipora A,,,,,2026-27,13,2025-03-02 11:00:45.224,,101,1002,10171,kys_by_year,2026-09-04T23:14:45+00:00
01020602801,BOYS MIDDLE SCHOOL FEDARPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010206,DANGIWACHA,FEDARPORA,BAKHIPORA,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193303,34.2982,74.3229,2026-09-02T17:02:56,1003650,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Fedarpora Rafiabad District Baramulla ,bmsfidarpora123[at]gmail[dot]com,010206028,1008362,0102060010,1001081,1,28,Rafiabad,242419,2254,Fidarpora,Fiderpora,,,,,2026-27,13,2026-02-01 22:35:38.335,,101,1002,10172,kys_by_year,2026-09-04T23:14:45+00:00
01021202601,BOYS MIDDLE SCHOOL FRASTHAR,01,JAMMU & KASHMIR,0102,BARAMULLA,010212,NEHALPORA,FRASTHAR,GMS DARDPORA,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193401,34.1589,74.4753,2026-09-02T17:02:56,1004091,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,FRESTHAR PATTAN BARAMULLA,bmsfresthar[at]gmail[dot]com,010212026,1008745,0102120002,1000963,1,35,Wagoora,242448,2478,Frasthar Tilgam,Waripora Bala,,,,,2026-27,13,2026-01-28 14:06:06.518,,101,1002,10176,kys_by_year,2026-09-04T23:14:45+00:00
01020700102,BOYS MIDDLE SCHOOL GANTAMULLA,01,JAMMU & KASHMIR,0102,BARAMULLA,010207,FATEHGRAH,GANTAMULLA BALA,BMS KITCHAMA,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193101,34.1764,74.2516,2026-09-02T17:02:56,1003697,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,GANTAMULLA NARVAW BARAMULLA,Zargarshaheena2[at]gmail[dot]com,010207001,1008325,0102070001,1001082,1,7013,Narwah,241195,2433,Gantamulla Bala,Gantamulla Bala,,,,,2026-27,13,2026-01-31 11:05:48.512,,101,1002,10173,kys_by_year,2026-09-04T23:14:46+00:00
01020703702,BOYS MIDDLE SCHOOL GANTAMULLA PAYEEN,01,JAMMU & KASHMIR,0102,BARAMULLA,010207,FATEHGRAH,GANTAMULLA BALA,BMS KITCHAMA,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193101,34.1771,74.2612,2026-09-02T17:02:56,1003776,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Village Gantamulla Payeen,msgantamullapayeen123[at]gmail[dot]com,010207037,1008674,0102070001,1001082,1,7013,Narwah,241196,2432,Gantamulla Payeen,Gantamulla Payeen,,,,,2026-27,13,2025-03-06 13:22:10.006,,101,1002,10173,kys_by_year,2026-09-04T23:14:46+00:00
01020401703,BOYS MIDDLE SCHOOL GAWASS LACHIPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010204,CHANDANWARI,LACHIPORA,MS GAWAS,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193122,34.1852,74.0762,2026-09-02T17:02:56,1003311,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Lachipora tehsil boniyar,mushtaqlone056[at]gmail[dot]com,010204017,1008697,0102040005,1001058,1,7006,Bijhama,241785,2557,Sheer Wanipora,Lachipora B,,,,,2026-27,13,2026-01-28 13:43:30.664,,101,1002,10170,kys_by_year,2026-09-04T23:14:47+00:00
01021301434,BOYS MIDDLE SCHOOL GHAT PALHALLAN,01,JAMMU & KASHMIR,0102,BARAMULLA,010213,PATTAN,PALHALLAN,GMS PALHALLAN,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193121,34.1764,74.582,2026-09-02T17:02:56,1004247,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Ghat Pallallan Pattan,bmsghat1434[at]gmail[dot]com,010213014,1008784,0102130005,1000957,1,27,Pattan,241881,2329,Palhallan,Palhalan-F,,,,,2026-27,13,2026-01-25 12:57:59.833,,101,1002,10177,kys_by_year,2026-09-04T23:14:47+00:00
01021106801,BOYS MIDDLE SCHOOL GOIGAM,01,JAMMU & KASHMIR,0102,BARAMULLA,010211,KUNZAR,GOIGAM,MS CHICHILORA,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193401,34.0791,74.4917,2026-09-02T17:02:56,1004015,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,goigam kwarhama baramulla,parryquyoom[at]gmail[dot]com,010211068,1008487,0102110009,1001131,1,7008,Hardaboora,241813,2402,Goigam,Goigam,,,,,2026-27,13,2026-01-25 22:15:12.009,,101,1002,10175,kys_by_year,2026-09-04T23:14:47+00:00
01020401601,BOYS MIDDLE SCHOOL GOJERPATHI KATHAL,01,JAMMU & KASHMIR,0102,BARAMULLA,010204,CHANDANWARI,KAHTHAL,MS MUQAM PEERAN,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193122,34.167887,74.061157,2026-09-02T17:02:56,1003303,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Kathal hillpathribal Boniyar,bmskathal123[at]gmail[dot]com,010204016,1008696,0102040006,1001059,1,7006,Bijhama,241786,2553,Kathal Hil Pathri,Muqamprina,,,,,2026-27,13,2026-01-28 13:45:40.948,,101,1002,10170,kys_by_year,2026-09-04T23:14:48+00:00
01020401707,BOYS MIDDLE SCHOOL GOJJER NALLA LACHIPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010204,CHANDANWARI,LACHIPORA,MS GAWAS,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193122,34.1885,74.0878,2026-09-02T17:02:56,1003315,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Gojjer patti lachipora,Bmsgujjarnallah[at]gmail[dot]com,010204017,1008697,0102040005,1001058,1,7006,Bijhama,241785,2557,Sheer Wanipora,Lachipora B,,,,,2026-27,13,2026-01-28 14:00:02.231,,101,1002,10170,kys_by_year,2026-09-04T23:14:48+00:00
01021300901,BOYS MIDDLE SCHOOL GOLIPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010213,PATTAN,GOLIPORA,NOWLARI,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193121,34.134783,74.573221,2026-09-02T17:02:56,1004205,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,GOLI PORA PATTAN BARAMULLA,gbmsgoolipora.2016[at]gmail[dot]com,010213009,1008781,0102130012,1000976,1,30,Singhpora,288837,2374,Hanjiwara,Hanjiwera B,,,,,2026-27,13,2026-02-09 22:06:33.328,,101,1002,10177,kys_by_year,2026-09-04T23:14:48+00:00
01021704802,BOYS MIDDLE SCHOOL GOOM AHAMADPORA,01,JAMMU & KASHMIR,0102,BARAMULLA,010217,SINGHPORA PATTAN,GOOM AHMAD PORA,BMS KONGAM DARA,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193401,34.105776,74.579676,2026-09-02T17:02:56,1004688,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,GA PORA SINGHPORA PATTAN,bmsgapora[at]gmail[dot]com,010217048,1008204,0102170003,1001012,1,7017,Sherabad Khore,241915,2397,Goom Ahmad Pora,Goom Ahmedpora,,,,,2026-27,13,2026-01-25 20:30:41.013,,101,1002,10180,kys_by_year,2026-09-04T23:14:49+00:00
01020502401,BOYS MIDDLE SCHOOL GUNDBRATH,01,JAMMU & KASHMIR,0102,BARAMULLA,010205,DANGERPORA,GUND BRAT,C4,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193201,34.336268,74.436581,2026-09-02T17:02:56,1003459,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,Middle school GundBrath ,msgundbrath[at]gmail[dot]com,010205024,1008304,0102050004,1001067,1,36,Zaingeer,242031,2204,Gund Brath,Gund Brath Old,,,,,2026-27,13,2025-03-03 11:38:06.271,,101,1002,10171,kys_by_year,2026-09-04T23:14:49+00:00
01021702501,BOYS MIDDLE SCHOOL GUND IBRAHIM,01,JAMMU & KASHMIR,0102,BARAMULLA,010217,SINGHPORA PATTAN,GUND IBRAHIM,HS T K BALA,Primary with Upper Primary,Department of Education,3-Co-educational,Rural,Operational,193121,34.143346,74.578748,2026-09-02T17:02:56,1004628,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,1,GUND IBRAHIM SINGHPORA PATTAN 193121,bmstkpayeen[at]gmail[dot]com,010217025,1008182,0102170006,1001015,1,30,Singhpora,241923,2353,Gund Ibrahim,Gundi Ibhraim,,,,,2026-27,13,2026-01-25 20:17:45.868,,101,1002,10180,kys_by_year,2026-09-04T23:14:49+00:00
01020601401,BOYS MIDDLE SCHOOL GUND KARIM KHAN,01,JAMMU & KASHMIR,0102,BARAMULLA,010206,DANGIWACHA,GUND KARIM KHAN,WATERGAM C3,Primary with Upper Primary,Department of Education,3-Co-educational,Urban,Operational,193303,34.3172,74.3643,2026-09-02T17:02:56,1003613,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,2,Gund karim khan Rafiabad zone Dangiwacha,rehanashu97[at]gmail[dot]com,010206014,1008350,0102060003,1001074,1,0,,,,,,296985,Municipal Committee Watergam,2241518,Watergam (MC) - Ward No.8,2026-27,13,2026-02-01 22:20:31.202,,101,1002,10172,kys_by_year,2026-09-04T23:14:49+00:00
01020600801,BOYS MIDDLE SCHOOL GUNDMULRAJ,01,JAMMU & KASHMIR,0102,BARAMULLA,010206,DANGIWACHA,GUNDMULRAJ,HIB C2,Primary with Upper Primary,Department of Education,3-Co-educational,Urban,Operational,193301,34.31131,74.391096,2026-09-02T17:02:56,1003592,0,Operational,,,2,50,0,0,50,0,1,8,2,1,Department of Education,Department of Education,1,1,3,3-Co-educational,2,Gundmulraj Rafiabad Baramulla ,gundmulraj22[at]gmail[dot]com,010206008,1008344,0102060002,1001073,1,28,Rafiabad,,,,,296985,Municipal Committee Watergam,2241521,Watergam (MC) - Ward No.11,2026-27,13,2026-02-01 22:18:13.393,,101,1002,10172,kys_by_year,2026-09-04T23:14:50+00:00
